bank_txn_id,reference,date,amount,currency,payee,description,source_status
BNK-201543,REF-429664,01/10/2026,-7833.7,EUR,Smith Ltd,ACH DEBIT,settled
BNK-201544,REF-146275,2026-01-14,-18635.44,GBP,"Bates, Diaz and Lowe",WIRE TRANSFER,settled
BNK-201545,REF-354880,02/21/2026,-980.67,eur,Davenport PLC,Vendor Settlement,settled
BNK-201546,REF-895516,2026-03-10,-8368.43,EUR,Gardner Inc,ACH DEBIT,settled
BNK-201547,REF-118604,2026-02-07,-11466.08,EUR,Dickson-Gutierrez,Payout Execution,settled
BNK-201548,REF-531652,2026-01-28,-8683.32,EUR,Hunter-Nicholson,Payout Execution,settled
BNK-201549,REF-147640,2026-02-26,-2122.93,EUR,Beard-Cooper,ACH DEBIT,settled
BNK-201550,REF-654965,02/15/2026,-431.03,USD,Thompson-Campbell,WIRE TRANSFER,settled
BNK-201551,REF-489206,01/15/2026,-2728.95,USD,Kirk-Henson,Vendor Settlement,settled
BNK-201552,REF-854892,2026-04-06,-14756.6,USD,"Owens, Peters and White",Payout Execution,settled
BNK-201553,REF-651710,02/04/2026,-5383.51,USD,"Molina, Wells and Bright",Vendor Settlement,settled
BNK-201554,REF-506308,2026-04-07,-7869.45,EUR,"Howard, Russo and Smith",WIRE TRANSFER,settled
BNK-201555,REF-235936,01/05/2026,-129.33,USD,"Martinez, Henderson and Osborne",ACH DEBIT,settled
BNK-201556,REF-631461,2026-04-09,-23077.62,GBP,Erickson and Sons,WIRE TRANSFER,settled
BNK-201557,REF-186924,02/24/2026,-14602.99,EUR,Maxwell-Shepherd,WIRE TRANSFER,settled
BNK-201558,REF-583906,2026-04-22,-4805.01,USD,BROWN AND SONS,WIRE TRANSFER,settled
BNK-201559,ref106712,2026-02-23,-15116.96,USD,Brown Ltd,ACH DEBIT,settled
BNK-201560,REF-418529,2026-04-26,-23911.42,GBP,"Dorsey, Patterson and Harrison",WIRE TRANSFER,settled
BNK-201561,REF-110179,02/10/2026,-23598.11,GBP,Hawkins-Saunders,ACH DEBIT,settled
BNK-201562,REF-410286,2026-01-15,-19814.81,EUR,Allen-Taylor,Vendor Settlement,settled
BNK-201563,REF-380734,04/03/2026,-15001.1,USD,Allen-Taylor,Payout Execution,settled
BNK-201564,REF-294848,2026-01-14,-18701.16,GBP,"Jackson, Romero and Mendez",Payout Execution,settled
BNK-201565,REF-128062,2026-01-13,-6054.86,GBP,Hamilton-Bautista,ACH DEBIT,settled
BNK-201566,REF-912538,02/20/2026,-11610.38,EUR,Roberts Group,WIRE TRANSFER,settled
BNK-201567,REF-609908,2026-02-26,-19953.36,USD,"Chavez, Davis and Walton",ACH DEBIT,settled
BNK-201568,REF-124773,03/20/2026,-20807.88,USD,"Yu, Nguyen and Wood",Payout Execution,settled
BNK-201569,REF-269616,2026-05-01,-24623.55,EUR,Dudley Ltd,Vendor Settlement,settled
BNK-201570,REF-854283,01/29/2026,-9633.55,EUR,Mitchell-Byrd,WIRE TRANSFER,settled
BNK-201571,REF-882498,04/14/2026,-17948.48,USD,Lopez-Stout,WIRE TRANSFER,settled
BNK-201572,REF-310510,03/15/2026,-17539.85,USD,Vincent-Mcclure,Vendor Settlement,settled
BNK-201573,ref242865,2026-02-20,-15197.94,USD,Phillips-Wyatt,Vendor Settlement,settled
BNK-201574,REF-609605,02/16/2026,-16573.98,GBP,Thompson-Washington,ACH DEBIT,settled
BNK-201575,REF-125012,2026-02-14,-15118.31,GBP,Nguyen-White,ACH DEBIT,settled
BNK-201576,REF-883270,2026-04-11,-4833.35,eur,Kim Group,WIRE TRANSFER,settled
BNK-201577,REF-524546,2026-04-21,-19109.95,GBP,Roberts Group,ACH DEBIT,settled
BNK-201578,ref859839,2026-02-11,-15712.54,EUR,HOWARD-MCDONALD,WIRE TRANSFER,settled
BNK-201579,REF-130467,04/17/2026,-1601.68,GBP,Orozco Ltd,WIRE TRANSFER,settled
BNK-201580,REF-336273,2026-01-21,-10877.77,USD,Jenkins-Henderson,WIRE TRANSFER,settled
BNK-201581,REF-986738,02/11/2026,-11540.86,EUR,"George, Lewis and Mitchell",Vendor Settlement,settled
BNK-201582,REF-921196,2026-02-09,-12694.7,USD,"Howard, Lynch and Morris",ACH DEBIT,settled
BNK-201583,ref602172,2026-03-11,-17472.55,usd,"Berry, Rios and Marshall",Payout Execution,settled
BNK-201584,REF-299503,01/23/2026,-9896.86,USD,"Ramirez, Hernandez and Fox",Payout Execution,settled
BNK-201585,REF-463076,04/08/2026,-24419.23,GBP,BRADY-FORD,ACH DEBIT,settled
BNK-201586,ref585507,03/26/2026,-3731.73,EUR,"Garner, Lawson and Richard",WIRE TRANSFER,settled
BNK-201587,REF-274198,03/17/2026,-826.03,GBP,"Brown, Middleton and Williams",WIRE TRANSFER,settled
BNK-201588,REF-404724,2026-04-10,-5757.46,eur,"Howell, Hart and Swanson",ACH DEBIT,settled
BNK-201589,REF-319509,04/17/2026,-12264.17,GBP,"FLEMING, KING AND HERRING",ACH DEBIT,settled
BNK-201590,REF-550126,01/21/2026,-17223.67,eur,"Hernandez, Wade and Rodriguez",ACH DEBIT,settled
BNK-201591,REF-959071,2026-04-25,-16749.9,GBP,Roberts LLC,WIRE TRANSFER,settled
BNK-201592,REF-685264,2026-04-19,-3121.1,EUR,Pennington PLC,Vendor Settlement,settled
BNK-201593,REF-404244,2026-02-13,-132.0,GBP,Prince-Martinez,Payout Execution,settled
BNK-201594,REF-700986,2026-03-22,-176.63,USD,Lewis-Robinson,Vendor Settlement,settled
BNK-201595,REF-779395,2026-03-01,-8126.32,GBP,King-George,Vendor Settlement,settled
BNK-201596,REF-221437,01/13/2026,-14905.46,USD,Kelly-Murphy,WIRE TRANSFER,settled
BNK-201597,REF-476170,04/29/2026,-24235.01,usd,Howard LLC,ACH DEBIT,settled
BNK-201598,REF-289841,03/18/2026,-23991.62,EUR,"Snow, Rodgers and Miller",ACH DEBIT,settled
BNK-201599,REF-563629,01/20/2026,-18970.94,eur,Park-Daniels,Vendor Settlement,settled
BNK-201600,REF-221934,01/24/2026,-21957.91,gbp,Schneider Ltd,WIRE TRANSFER,settled
BNK-201601,ref210968,02/21/2026,-200.64,EUR,Robbins LLC,WIRE TRANSFER,settled
BNK-201602,REF-809633,2026-03-09,-22811.32,USD,Brown LLC,Payout Execution,settled
BNK-201603,REF-696087,04/02/2026,-9913.24,USD,Flynn-Matthews,Vendor Settlement,settled
BNK-201604,REF-709778,02/21/2026,-6945.67,USD,"Hernandez, Hill and Hull",Payout Execution,settled
BNK-201605,REF-740914,2026-01-29,-6255.9,GBP,Hickman-Walter,Payout Execution,settled
BNK-201606,REF-496798,01/11/2026,-8263.4,GBP,Mccoy Ltd,WIRE TRANSFER,settled
BNK-201607,REF-819409,04/25/2026,-11655.64,EUR,Smith-Abbott,WIRE TRANSFER,settled
BNK-201608,REF-733355,2026-03-18,-22607.14,EUR,"Mooney, Black and Roach",WIRE TRANSFER,settled
BNK-201609,REF-375232,2026-01-22,-20226.33,EUR,"Shaw, Baker and Scott",Vendor Settlement,settled
BNK-201610,ref256024,2026-01-06,-7866.23,EUR,"Hernandez, Hill and Hull",Vendor Settlement,settled
BNK-201611,REF-254638,2026-03-24,-13786.53,USD,Leach-Walker,WIRE TRANSFER,settled
BNK-201612,REF-684536,02/25/2026,-9132.83,EUR,"Rodriguez, Sutton and Santiago",Vendor Settlement,settled
BNK-201613,REF-665112,2026-04-11,-190.26,EUR,"Salinas, Barnes and Cooper",WIRE TRANSFER,settled
BNK-201614,REF-495344,03/16/2026,-17364.67,USD,Smith-Gaines,WIRE TRANSFER,settled
BNK-201615,ref774564,2026-02-26,-10025.27,EUR,"BATES, DIAZ AND LOWE",WIRE TRANSFER,settled
BNK-201616,REF-177474,2026-04-06,-22811.3,EUR,Jones-Taylor,ACH DEBIT,settled
BNK-201617,ref281756,2026-01-29,-5627.67,EUR,White Group,Payout Execution,settled
BNK-201618,REF-566516,2026-04-24,-12287.61,GBP,Wilson Group,ACH DEBIT,settled
BNK-201619,REF-707744,2026-03-07,-10413.53,EUR,Johnson-Ruiz,ACH DEBIT,settled
BNK-201620,REF-583427,02/16/2026,-22922.48,EUR,"Curry, Wolfe and Ramirez",ACH DEBIT,settled
BNK-201621,REF-249190,2026-01-14,-11715.87,USD,Perez-Neal,ACH DEBIT,settled
BNK-201622,ref558801,01/16/2026,-17693.41,eur,"Rollins, Charles and Black",Payout Execution,settled
BNK-201623,REF-167217,2026-03-23,-24236.12,GBP,Shaw-Stuart,WIRE TRANSFER,settled
BNK-201624,REF-189758,2026-03-21,-19800.29,USD,Young-Hudson,Payout Execution,settled
BNK-201625,ref967183,03/03/2026,-16230.38,GBP,Nguyen-White,Payout Execution,settled
BNK-201626,REF-968931,2026-05-07,-24361.78,USD,Thomas PLC,ACH DEBIT,settled
BNK-201627,REF-815839,2026-04-03,-4107.72,GBP,Nguyen-Roberts,Vendor Settlement,settled
BNK-201628,REF-424253,04/07/2026,-8049.25,GBP,"Hernandez, Hill and Hull",Vendor Settlement,settled
BNK-201629,REF-296769,2026-01-12,-23530.42,GBP,Johnson-Ruiz,Payout Execution,settled
BNK-201630,REF-904070,2026-03-05,-20941.13,EUR,"Curtis, Turner and Soto",Payout Execution,settled
BNK-201631,REF-279217,02/22/2026,-23901.16,EUR,"Ward, Garcia and Henry",Payout Execution,settled
BNK-201632,REF-222222,2026-05-04,-18422.52,USD,Li-Martinez,Payout Execution,settled
BNK-201633,REF-223505,2026-03-04,-1932.44,EUR,Young-Hudson,ACH DEBIT,settled
BNK-201634,REF-451216,01/03/2026,-15414.59,EUR,Thompson-Campbell,ACH DEBIT,settled
BNK-201635,ref419865,02/28/2026,-15231.03,GBP,Robbins LLC,Vendor Settlement,settled
BNK-201636,REF-149722,2026-03-11,-11463.83,EUR,"Johnson, Phillips and Brown",Payout Execution,settled
BNK-201637,REF-573871,2026-02-04,-7347.49,EUR,Fitzgerald PLC,WIRE TRANSFER,settled
BNK-201638,REF-167111,2026-03-28,-4570.33,eur,"Rogers, Anderson and Campos",Vendor Settlement,settled
BNK-201639,REF-521593,2026-04-13,-24530.18,EUR,Griffin Inc,ACH DEBIT,settled
BNK-201640,REF-236877,2026-04-02,-2575.9,USD,Reeves Ltd,WIRE TRANSFER,settled
BNK-201641,REF-165669,02/01/2026,-21808.32,EUR,Gonzalez Inc,Payout Execution,settled
BNK-201642,REF-520835,03/08/2026,-8684.25,gbp,"Davis, Kim and Ingram",WIRE TRANSFER,settled
BNK-201643,REF-743251,04/18/2026,-10833.96,USD,Brady-Ford,WIRE TRANSFER,settled
BNK-201644,REF-807276,04/18/2026,-6082.41,gbp,Jones Group,WIRE TRANSFER,settled
BNK-201645,REF-564009,04/13/2026,-13085.78,EUR,Kennedy-Marks,Payout Execution,settled
BNK-201646,ref183879,2026-02-28,-11234.67,USD,Allen Inc,Vendor Settlement,settled
BNK-201647,ref848512,03/24/2026,-21472.99,EUR,Cooper PLC,ACH DEBIT,settled
BNK-201648,REF-843635,02/17/2026,-20399.97,EUR,Hughes Inc,Payout Execution,settled
BNK-201649,REF-209325,2026-02-07,-22312.02,EUR,"Bates, Diaz and Lowe",Vendor Settlement,settled
BNK-201650,REF-639911,02/07/2026,-9518.34,USD,Davis-Mitchell,WIRE TRANSFER,settled
BNK-201651,REF-791258,01/03/2026,-22952.54,EUR,Peters-Ward,Vendor Settlement,settled
BNK-201652,REF-853308,2026-05-01,-5178.07,USD,"Hernandez, Wade and Rodriguez",Payout Execution,settled
BNK-201653,ref674739,04/25/2026,-13754.35,USD,Jimenez-Bradley,Vendor Settlement,settled
BNK-201654,REF-434254,01/11/2026,-12287.78,GBP,Jones-Turner,Vendor Settlement,settled
BNK-201655,REF-780041,2026-02-11,-24407.16,USD,"Curtis, Turner and Soto",Vendor Settlement,settled
BNK-201656,REF-948303,2026-01-19,-3296.26,GBP,JOHNSON-RUIZ,Vendor Settlement,settled
BNK-201657,REF-256172,02/18/2026,-12298.37,GBP,"Thompson, Cooper and Young",Payout Execution,settled
BNK-201658,REF-999933,03/29/2026,-4734.11,GBP,Howard-Mcdonald,WIRE TRANSFER,settled
BNK-201659,REF-851356,2026-04-13,-14407.47,USD,"Curry, Wolfe and Ramirez",ACH DEBIT,settled
BNK-201660,REF-108557,2026-02-22,-22608.33,EUR,Church Inc,WIRE TRANSFER,settled
BNK-201661,REF-284445,2026-03-31,-15030.64,GBP,"Gray, Williams and Weaver",ACH DEBIT,settled
BNK-201662,REF-404086,2026-01-14,-12574.96,USD,Reynolds LLC,ACH DEBIT,settled
BNK-201663,REF-718753,04/26/2026,-20616.93,USD,"Edwards, Anderson and Taylor",WIRE TRANSFER,settled
BNK-201664,ref607776,2026-04-27,-12239.18,EUR,"Adams, Rodriguez and Walker",Payout Execution,settled
BNK-201665,REF-937825,2026-02-05,-19548.5,USD,"Martinez, Henderson and Osborne",Payout Execution,settled
BNK-201666,REF-337076,01/20/2026,-8968.7,gbp,Jones-Turner,Payout Execution,settled
BNK-201667,REF-998524,04/10/2026,-24414.43,USD,Wade PLC,ACH DEBIT,settled
BNK-201668,ref823540,01/29/2026,-21535.89,USD,ZIMMERMAN GROUP,ACH DEBIT,settled
BNK-201669,REF-985396,01/28/2026,-6259.94,USD,Davis-Mitchell,WIRE TRANSFER,settled
BNK-201670,REF-668054,04/29/2026,-4682.94,GBP,"Martinez, Joseph and Simmons",ACH DEBIT,settled
BNK-201671,REF-887471,04/10/2026,-22985.46,GBP,Erickson and Sons,WIRE TRANSFER,settled
BNK-201672,REF-426317,03/09/2026,-10294.58,EUR,"Snow, Rodgers and Miller",Payout Execution,settled
BNK-201673,REF-563748,03/16/2026,-11447.78,eur,Silva-Green,Vendor Settlement,settled
BNK-201674,REF-171766,04/25/2026,-17790.7,GBP,Wagner Ltd,Payout Execution,settled
BNK-201675,REF-761224,04/02/2026,-19572.79,EUR,"Taylor, Zavala and Bates",Vendor Settlement,settled
BNK-201676,REF-819308,03/23/2026,-7269.44,GBP,JACKSON LLC,WIRE TRANSFER,settled
BNK-201677,REF-494691,2026-03-10,-3825.89,USD,Jones Group,Payout Execution,settled
BNK-201678,REF-928368,2026-01-13,-23558.97,EUR,"Shaw, Baker and Scott",Vendor Settlement,settled
BNK-201679,REF-955896,02/07/2026,-21406.91,USD,ESPARZA-CARROLL,Payout Execution,settled
BNK-201680,REF-290046,04/16/2026,-21909.92,USD,Wong PLC,WIRE TRANSFER,settled
BNK-201681,ref276743,2026-02-21,-21122.4,USD,Moore LLC,Vendor Settlement,settled
BNK-201682,REF-223252,03/29/2026,-14637.26,USD,Davis PLC,Payout Execution,settled
BNK-201683,REF-816269,01/19/2026,-343.66,GBP,"Nelson, Bowers and Cooper",WIRE TRANSFER,settled
BNK-201684,REF-839889,03/24/2026,-17478.8,EUR,Anderson-Parks,WIRE TRANSFER,settled
BNK-201685,ref791582,01/16/2026,-16469.41,GBP,Edwards-Boyd,Payout Execution,settled
BNK-201686,REF-647084,03/30/2026,-20898.9,EUR,"Bates, Diaz and Lowe",Payout Execution,settled
BNK-201687,REF-163282,02/02/2026,-24196.72,GBP,Banks-Savage,Vendor Settlement,settled
BNK-201688,REF-687736,2026-03-13,-11475.82,USD,Allen Ltd,ACH DEBIT,settled
BNK-201689,REF-551283,2026-03-12,-10313.07,USD,Rivera-Stanley,Vendor Settlement,settled
BNK-201690,REF-972380,2026-01-04,-20731.99,USD,Bowers Ltd,Payout Execution,settled
BNK-201691,REF-639858,03/15/2026,-20018.7,GBP,Thomas PLC,Payout Execution,settled
BNK-201692,REF-456844,04/15/2026,-19966.12,GBP,ALLEN INC,WIRE TRANSFER,settled
BNK-201693,REF-450061,02/15/2026,-112.22,USD,Maxwell-Shepherd,ACH DEBIT,settled
BNK-201694,REF-741505,01/04/2026,-23812.36,USD,ESPARZA-CARROLL,Payout Execution,settled
BNK-201695,REF-228106,2026-02-17,-6812.28,eur,Webster and Sons,WIRE TRANSFER,settled
BNK-201696,REF-256708,2026-01-19,-10876.03,USD,"Matthews, Howard and Brown",WIRE TRANSFER,settled
BNK-201697,REF-904071,04/18/2026,-20252.57,gbp,Bowers Ltd,ACH DEBIT,settled
BNK-201698,REF-950078,2026-04-26,-17077.93,gbp,Murray Group,ACH DEBIT,settled
BNK-201699,ref504375,03/28/2026,-11951.02,EUR,"Roberts, Frazier and Smith",Vendor Settlement,settled
BNK-201700,REF-403421,02/25/2026,-11602.6,GBP,Mata Inc,Payout Execution,settled
BNK-201701,ref941785,03/25/2026,-13166.17,GBP,Wright Group,WIRE TRANSFER,settled
BNK-201702,REF-936625,2026-02-15,-18945.08,GBP,Dickson-Gutierrez,Payout Execution,settled
BNK-201703,REF-593912,02/23/2026,-5598.27,EUR,Garcia and Sons,Vendor Settlement,settled
BNK-201704,REF-208174,01/21/2026,-21416.49,EUR,Silva-Green,Payout Execution,settled
BNK-201705,REF-435948,02/16/2026,-205.39,GBP,Randall-Kerr,Payout Execution,settled
BNK-201706,REF-804098,02/19/2026,-18414.13,EUR,Walter Inc,WIRE TRANSFER,settled
BNK-201707,REF-510451,03/27/2026,-14969.81,USD,Gardner-Hayes,ACH DEBIT,settled
BNK-201708,REF-698757,04/26/2026,-23101.27,EUR,Gardner Inc,Payout Execution,settled
BNK-201709,REF-908623,2026-04-30,-2440.77,eur,"Garcia, Mercado and West",Payout Execution,settled
BNK-201710,REF-561876,03/13/2026,-19824.56,gbp,Gray PLC,ACH DEBIT,settled
BNK-201711,REF-194970,02/28/2026,-13569.45,EUR,"Shaw, Baker and Scott",Vendor Settlement,settled
BNK-201712,ref257073,01/08/2026,-9891.91,GBP,"Fox, Hernandez and Ryan",WIRE TRANSFER,settled
BNK-201713,REF-960092,01/24/2026,-14881.74,usd,Reynolds-Harris,ACH DEBIT,settled
BNK-201714,REF-600107,2026-01-29,-22620.14,GBP,"Pena, Jones and Sanchez",Payout Execution,settled
BNK-201715,REF-428214,2026-04-01,-18182.44,GBP,Mccoy-Mccarthy,ACH DEBIT,settled
BNK-201716,REF-670224,04/20/2026,-5391.04,EUR,REEVES LTD,ACH DEBIT,settled
BNK-201717,REF-997127,2026-01-25,-2670.55,USD,"Adams, Rodriguez and Walker",Payout Execution,settled
BNK-201718,REF-473546,2026-01-06,-15646.17,GBP,Dudley Ltd,Payout Execution,settled
BNK-201719,REF-254773,03/22/2026,-13418.29,gbp,Todd-Oconnor,ACH DEBIT,settled
BNK-201720,REF-470162,2026-03-20,-1878.82,USD,Robbins LLC,Payout Execution,settled
BNK-201721,REF-211376,02/21/2026,-6390.79,USD,Bauer Inc,ACH DEBIT,settled
BNK-201722,REF-215518,2026-01-30,-7967.07,GBP,Leach-Walker,WIRE TRANSFER,settled
BNK-201723,REF-619382,2026-04-11,-8130.54,GBP,Jones-Fuentes,Vendor Settlement,settled
BNK-201724,REF-674171,2026-04-21,-15840.81,gbp,Mccoy-Mccarthy,WIRE TRANSFER,settled
BNK-201725,REF-144565,2026-04-20,-6347.99,GBP,Lewis-Robinson,WIRE TRANSFER,settled
BNK-201726,REF-813141,03/19/2026,-770.18,EUR,Price PLC,Payout Execution,settled
BNK-201727,REF-248540,2026-02-09,-14298.18,USD,"Salinas, Barnes and Cooper",Payout Execution,settled
BNK-201728,REF-147077,2026-01-25,-15130.37,GBP,Hammond Ltd,ACH DEBIT,settled
BNK-201729,REF-819723,2026-04-12,-14571.7,usd,Thompson-Campbell,WIRE TRANSFER,settled
BNK-201730,REF-761993,03/20/2026,-6769.96,EUR,Hunter-Nicholson,Payout Execution,settled
BNK-201731,REF-254683,2026-04-03,-23797.34,USD,Richard LLC,ACH DEBIT,settled
BNK-201732,REF-159313,2026-04-25,-11329.09,USD,Howard-Mcdonald,WIRE TRANSFER,settled
BNK-201733,REF-233038,2026-01-22,-7221.67,USD,Jenkins-Henderson,Vendor Settlement,settled
BNK-201734,REF-928394,2026-04-30,-7043.91,USD,Murray Group,Payout Execution,settled
BNK-201735,REF-197233,2026-01-30,-10691.43,GBP,Rivera-Stanley,ACH DEBIT,settled
BNK-201736,REF-327587,04/16/2026,-12994.97,GBP,Perez-Neal,WIRE TRANSFER,settled
BNK-201737,REF-409778,2026-02-11,-20603.53,usd,Brady-Ford,WIRE TRANSFER,settled
BNK-201738,ref594641,03/07/2026,-13861.62,GBP,"Russell, Scott and Ramsey",ACH DEBIT,settled
BNK-201739,REF-756166,01/13/2026,-1998.78,GBP,Allen and Sons,ACH DEBIT,settled
BNK-201740,REF-928744,02/03/2026,-12032.1,eur,"Hobbs, Blanchard and Porter",Vendor Settlement,settled
BNK-201741,ref314687,2026-04-30,-17702.99,EUR,Arellano-Whitaker,Vendor Settlement,settled
BNK-201742,REF-196715,01/04/2026,-4136.58,EUR,"Williams, Oneill and Torres",Payout Execution,settled
BNK-201743,REF-631196,2026-03-09,-15681.8,gbp,Wilson and Sons,WIRE TRANSFER,settled
BNK-201744,REF-147223,03/16/2026,-12886.35,EUR,"JACKSON, ROMERO AND MENDEZ",Payout Execution,settled
BNK-201745,REF-582168,02/10/2026,-19943.99,GBP,Moore LLC,Vendor Settlement,settled
BNK-201746,REF-289776,2026-01-18,-4072.3,GBP,"Frey, Mcgee and Bailey",WIRE TRANSFER,settled
BNK-201747,REF-991800,01/26/2026,-17715.17,USD,"Peterson, Hood and Arroyo",ACH DEBIT,settled
BNK-201748,REF-364633,01/28/2026,-24713.71,USD,Jones-Taylor,ACH DEBIT,settled
BNK-201749,REF-507684,2026-01-06,-24172.62,USD,Peterson LLC,WIRE TRANSFER,settled
BNK-201750,REF-478986,05/01/2026,-18172.12,GBP,Flynn Group,ACH DEBIT,settled
BNK-201751,REF-704190,02/14/2026,-4855.7,GBP,"Garner, Lawson and Richard",WIRE TRANSFER,settled
BNK-201752,REF-462855,03/16/2026,-2255.24,EUR,Gonzalez-Pennington,WIRE TRANSFER,settled
BNK-201753,REF-178638,2026-01-13,-9098.9,USD,King LLC,WIRE TRANSFER,settled
BNK-201754,REF-102658,01/14/2026,-24820.75,GBP,Green Ltd,Vendor Settlement,settled
BNK-201755,REF-576252,02/20/2026,-5623.69,GBP,Thornton and Sons,Payout Execution,settled
BNK-201756,REF-481506,2026-01-10,-7656.18,GBP,Anderson-Parks,Payout Execution,settled
BNK-201757,ref107458,2026-03-01,-15461.11,USD,Rogers Inc,Payout Execution,settled
BNK-201758,REF-821273,2026-03-14,-12711.71,eur,Jones-Fuentes,Vendor Settlement,settled
BNK-201759,REF-322862,04/19/2026,-21553.26,GBP,BOWMAN LLC,Payout Execution,settled
BNK-201760,REF-566039,03/10/2026,-14873.34,EUR,Charles-Butler,Vendor Settlement,settled
BNK-201761,REF-769543,04/02/2026,-22680.43,EUR,Hamilton-Bautista,Vendor Settlement,settled
BNK-201762,REF-943820,2026-02-27,-8335.8,USD,Lane-Hines,WIRE TRANSFER,settled
BNK-201763,ref876295,2026-02-10,-6210.67,GBP,Wagner Ltd,ACH DEBIT,settled
BNK-201764,REF-941131,01/08/2026,-20964.81,EUR,"Nelson, Bowers and Cooper",WIRE TRANSFER,settled
BNK-201765,REF-329020,02/01/2026,-21597.63,GBP,"Bates, Diaz and Lowe",WIRE TRANSFER,settled
BNK-201766,REF-758804,01/24/2026,-1357.97,usd,Holmes and Sons,Vendor Settlement,settled
BNK-201767,REF-376389,01/13/2026,-21579.48,USD,Gardner-Hayes,WIRE TRANSFER,settled
BNK-201768,REF-861475,01/05/2026,-10262.11,usd,"WILLIAMS, ONEILL AND TORRES",ACH DEBIT,settled
BNK-201769,REF-584149,03/05/2026,-14260.38,USD,Wade PLC,WIRE TRANSFER,settled
BNK-201770,REF-941633,03/23/2026,-12244.74,USD,Mckinney-Cooper,Payout Execution,settled
BNK-201771,REF-366658,02/01/2026,-12819.45,USD,Price PLC,ACH DEBIT,settled
BNK-201772,REF-573627,04/23/2026,-15368.12,USD,Peterson LLC,ACH DEBIT,settled
BNK-201773,REF-700347,2026-03-27,-22221.69,GBP,Roberts Group,Payout Execution,settled
BNK-201774,ref973888,01/29/2026,-3126.84,EUR,Mcdowell-Watts,WIRE TRANSFER,settled
BNK-201775,ref773885,2026-03-20,-24462.33,USD,Rhodes Ltd,WIRE TRANSFER,settled
BNK-201776,REF-182193,01/28/2026,-134.34,EUR,"Hernandez, Wade and Rodriguez",ACH DEBIT,settled
BNK-201777,REF-401869,03/11/2026,-22740.85,EUR,Davis-Mitchell,WIRE TRANSFER,settled
BNK-201778,REF-609628,2026-01-21,-9384.32,USD,Wilson Group,WIRE TRANSFER,settled
BNK-201779,REF-653508,2026-04-17,-9144.11,eur,Gonzalez Inc,Payout Execution,settled
BNK-201780,REF-681337,03/08/2026,-396.95,GBP,Bowman LLC,WIRE TRANSFER,settled
BNK-201781,REF-921930,02/15/2026,-693.39,EUR,Smith-Ortiz,ACH DEBIT,settled
BNK-201782,REF-617115,2026-05-01,-7518.13,eur,Arroyo-Pope,WIRE TRANSFER,settled
BNK-201783,REF-845217,01/09/2026,-15401.98,USD,Skinner Ltd,Payout Execution,settled
BNK-201784,REF-542261,2026-04-13,-4957.01,GBP,"WILSON, ROBERTSON AND GONZALEZ",WIRE TRANSFER,settled
BNK-201785,REF-812549,01/20/2026,-19561.41,USD,Randolph and Sons,WIRE TRANSFER,settled
BNK-201786,REF-928695,02/01/2026,-24010.55,EUR,Edwards-Boyd,ACH DEBIT,settled
BNK-201787,REF-156590,03/09/2026,-17491.4,EUR,Kirk-Henson,ACH DEBIT,settled
BNK-201788,REF-594455,03/31/2026,-11854.39,EUR,Harvey Inc,Payout Execution,settled
BNK-201789,REF-672859,2026-03-10,-925.28,GBP,GARCIA LTD,Vendor Settlement,settled
BNK-201790,REF-327680,2026-04-03,-17157.14,GBP,Lane-Hines,WIRE TRANSFER,settled
BNK-201791,REF-523814,2026-02-25,-13005.33,EUR,"Hernandez, Hill and Hull",Vendor Settlement,settled
BNK-201792,REF-863290,2026-01-21,-10888.25,EUR,"Yu, Nguyen and Wood",Payout Execution,settled
BNK-201793,REF-693995,03/20/2026,-11104.58,EUR,Jackson LLC,WIRE TRANSFER,settled
BNK-201794,REF-392708,2026-03-20,-7791.04,USD,Lopez-Stout,Payout Execution,settled
BNK-201795,REF-980575,2026-01-24,-23969.45,USD,Murray Group,WIRE TRANSFER,settled
BNK-201796,REF-639682,01/28/2026,-1354.51,EUR,Cooper Ltd,Vendor Settlement,settled
BNK-201797,REF-940058,04/17/2026,-16573.22,gbp,Brown-Huynh,Payout Execution,settled
